date,date,position,cost,market_price,unrealized_pnl,name
2020-01-02,2020-01-02,387,283.67999267578125,283.67999267578125,0.0,ALGN
2020-01-02,2020-01-02,2973,115.95999908447266,115.95999908447266,0.0,QRVO
2020-01-02,2020-01-02,2524,131.26548767089844,131.26548767089844,0.0,TIF
2020-01-02,2020-01-02,8179,78.5851821899414,78.5851821899414,0.0,STT
2020-01-02,2020-01-02,3579,119.88092803955078,119.88092803955078,0.0,SWKS
2020-01-02,2020-01-02,22992,49.099998474121094,49.099998474121094,0.0,AMD
2020-01-02,2020-01-02,2012,168.64999389648438,168.64999389648438,0.0,URI
2020-01-02,2020-01-02,8456,84.85260772705078,84.85260772705078,0.0,ABBV
2020-01-02,2020-01-02,4813,109.68000030517578,109.68000030517578,0.0,FTNT
2020-01-02,2020-01-02,16741,61.880001068115234,61.880001068115234,0.0,CNC
2020-01-02,2020-01-02,9796,74.4446029663086,74.4446029663086,0.0,AAPL
2020-01-02,2020-01-02,906,239.5147705078125,239.5147705078125,0.0,NVDA
2020-01-02,2020-01-02,527,373.3500061035156,373.3500061035156,0.0,REGN
2020-01-02,2020-01-02,19903,48.23935317993164,48.23935317993164,0.0,LEG
2020-01-02,2020-01-02,1610,201.6953125,201.6953125,0.0,ROK
2020-01-02,2020-01-02,12141,63.95393753051758,63.95393753051758,0.0,USD
2020-01-02,2020-01-02,15259,61.87905502319336,61.87905502319336,0.0,BMY
2020-01-02,2020-01-02,430,361.3056335449219,361.3056335449219,0.0,HUM
2020-01-02,2020-01-02,1590,204.89808654785156,204.89808654785156,0.0,CI
2020-01-02,2020-01-02,659,294.239990234375,294.239990234375,0.0,BIIB
2020-01-02,2020-01-02,4904,123.87570190429688,123.87570190429688,0.0,ALLE
2020-01-02,2020-01-02,10362,85.02230072021484,85.02230072021484,0.0,BBY
2020-01-02,2020-01-02,17272,64.95372772216797,64.95372772216797,0.0,FBHS
2020-01-02,2020-01-02,971,287.76416015625,287.76416015625,0.0,UNH
2020-01-02,2020-01-02,6215,117.16273498535156,117.16273498535156,0.0,FRC
2020-01-02,2020-01-02,350521,13.151219367980957,13.151219367980957,0.0,FCX
2020-01-02,2020-01-02,36349,45.57416534423828,45.57416534423828,0.0,PNR
2020-01-02,2020-01-02,520,293.0541076660156,293.0541076660156,0.0,LRCX
2020-01-02,2020-01-02,3515,144.80999755859375,144.80999755859375,0.0,VAR
2020-01-02,2020-01-02,49759,35.372928619384766,35.372928619384766,0.0,XRX
2020-01-02,2020-01-02,490037,11.869766235351562,11.869766235351562,0.0,GE
2020-01-02,2020-01-02,892,259.1400146484375,259.1400146484375,0.0,ZBRA
2020-01-02,2020-01-02,1415,219.4499969482422,219.4499969482422,0.0,VRTX
2020-01-02,2020-01-02,61502,35.4273796081543,35.4273796081543,0.0,IR
2020-01-02,2020-01-02,13782,75.18348693847656,75.18348693847656,0.0,EMR
2020-01-02,2020-01-02,66877,34.70914077758789,34.70914077758789,0.0,BAC
2020-01-02,2020-01-02,9342,75.25,75.25,0.0,DVA
2020-01-02,2020-01-02,3206,142.04945373535156,142.04945373535156,0.0,CDW
2020-01-02,2020-01-02,4223,136.14588928222656,136.14588928222656,0.0,JPM
2020-01-02,2020-01-02,4109,117.63238525390625,117.63238525390625,0.0,RL
2020-01-02,2020-01-02,3713,105.22959899902344,105.22959899902344,0.0,PVH
2020-01-02,2020-01-02,77966,25.16115951538086,25.16115951538086,0.0,WU
2020-01-02,2020-01-02,10065,71.87561798095703,71.87561798095703,0.0,CVS
2020-01-02,2020-01-02,29534,50.524139404296875,50.524139404296875,0.0,DOW
